# ID(s) interactor A	ID(s) interactor B	Alt. ID(s) interactor A	Alt. ID(s) interactor B	Alias(es) interactor A	Alias(es) interactor B	Interaction detection method(s)	Publication 1st author(s)	Publication Identifier(s)	Taxid interactor A	Taxid interactor B	Interaction type(s)	Source database(s)	Interaction identifier(s)	Confidence value(s)
uniprotkb:P05067	uniprotkb:O15258	ensembl:ENSP00000284981.4|uniprotkb:P09000|uniprotkb:P78438|uniprotkb:Q13764|uniprotkb:Q13778|uniprotkb:Q13793|intact:EBI-28985182|uniprotkb:Q6GSC0|uniprotkb:Q8WZ99|uniprotkb:Q9UC33|uniprotkb:Q9UCC8|uniprotkb:Q9UCD1|uniprotkb:Q9UQ58|uniprotkb:Q16011|uniprotkb:Q16014|uniprotkb:Q16019|uniprotkb:Q16020|uniprotkb:Q9BT38|uniprotkb:Q9UCA9|uniprotkb:Q9UCB6|uniprotkb:B4DII8|uniprotkb:B2R5V1|uniprotkb:D3DSD1|uniprotkb:D3DSD2|uniprotkb:D3DSD3|intact:EBI-77613|uniprotkb:P05067	ensembl:ENSP00000464222.1|ensembl:ENSP00000475168.1|uniprotkb:O95322|intact:EBI-716910|uniprotkb:O15258	psi-mi:a4_human(display_short)|psi-mi:Amyloid-beta precursor protein(display_long)|uniprotkb:APP(gene name)|uniprotkb:"Amyloid-beta (A4) precursor protein"(gene name synonym)|uniprotkb:Alzheimer disease amyloid A4 protein homolog(gene name synonym)|uniprotkb:Amyloid-beta A4 protein(gene name synonym)|uniprotkb:Amyloid precursor protein(gene name synonym)|uniprotkb:APPI(gene name synonym)|uniprotkb:Protease nexin-II(gene name synonym)|uniprotkb:Cerebral vascular amyloid peptide(gene name synonym)|uniprotkb:PreA4(gene name synonym)|uniprotkb:ABPP(gene name synonym)|uniprotkb:Alzheimer disease amyloid protein(gene name synonym)|uniprotkb:AD1(gene name synonym)|uniprotkb:A4(gene name synonym)	psi-mi:rer1_human(display_short)|psi-mi:Protein RER1(display_long)|uniprotkb:RER1(gene name)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Hosp F. et al.(2015)	intact:EBI-21132292|pubmed:25959826|imex:IM-27137	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0486"(UniProt)	intact:EBI-21132574|imex:IM-27137-1	-
uniprotkb:P05067	uniprotkb:Q9HCE1	ensembl:ENSP00000284981.4|uniprotkb:P09000|uniprotkb:P78438|uniprotkb:Q13764|uniprotkb:Q13778|uniprotkb:Q13793|intact:EBI-28985182|uniprotkb:Q6GSC0|uniprotkb:Q8WZ99|uniprotkb:Q9UC33|uniprotkb:Q9UCC8|uniprotkb:Q9UCD1|uniprotkb:Q9UQ58|uniprotkb:Q16011|uniprotkb:Q16014|uniprotkb:Q16019|uniprotkb:Q16020|uniprotkb:Q9BT38|uniprotkb:Q9UCA9|uniprotkb:Q9UCB6|uniprotkb:B4DII8|uniprotkb:B2R5V1|uniprotkb:D3DSD1|uniprotkb:D3DSD2|uniprotkb:D3DSD3|intact:EBI-77613|uniprotkb:P05067	uniprotkb:Q5JR03|uniprotkb:Q8TEF0|uniprotkb:Q9BSY3|uniprotkb:Q9BUJ9|ensembl:ENSP00000350028.2|ensembl:ENSP00000358659.1|ensembl:ENSP00000399797.2|intact:EBI-1055820|uniprotkb:Q9HCE1	psi-mi:a4_human(display_short)|psi-mi:Amyloid-beta precursor protein(display_long)|uniprotkb:APP(gene name)|uniprotkb:"Amyloid-beta (A4) precursor protein"(gene name synonym)|uniprotkb:Alzheimer disease amyloid A4 protein homolog(gene name synonym)|uniprotkb:Amyloid-beta A4 protein(gene name synonym)|uniprotkb:Amyloid precursor protein(gene name synonym)|uniprotkb:APPI(gene name synonym)|uniprotkb:Protease nexin-II(gene name synonym)|uniprotkb:Cerebral vascular amyloid peptide(gene name synonym)|uniprotkb:PreA4(gene name synonym)|uniprotkb:ABPP(gene name synonym)|uniprotkb:Alzheimer disease amyloid protein(gene name synonym)|uniprotkb:AD1(gene name synonym)|uniprotkb:A4(gene name synonym)	psi-mi:mov10_human(display_short)|psi-mi:Helicase MOV-10(display_long)|uniprotkb:MOV10(gene name)|uniprotkb:Armitage homolog(gene name synonym)|uniprotkb:KIAA1631(gene name synonym)|uniprotkb:Moloney leukemia virus 10 protein(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Hosp F. et al.(2015)	intact:EBI-21132292|pubmed:25959826|imex:IM-27137	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0486"(UniProt)	intact:EBI-21132574|imex:IM-27137-1	-
uniprotkb:P05067	uniprotkb:Q9Y221	ensembl:ENSP00000284981.4|uniprotkb:P09000|uniprotkb:P78438|uniprotkb:Q13764|uniprotkb:Q13778|uniprotkb:Q13793|intact:EBI-28985182|uniprotkb:Q6GSC0|uniprotkb:Q8WZ99|uniprotkb:Q9UC33|uniprotkb:Q9UCC8|uniprotkb:Q9UCD1|uniprotkb:Q9UQ58|uniprotkb:Q16011|uniprotkb:Q16014|uniprotkb:Q16019|uniprotkb:Q16020|uniprotkb:Q9BT38|uniprotkb:Q9UCA9|uniprotkb:Q9UCB6|uniprotkb:B4DII8|uniprotkb:B2R5V1|uniprotkb:D3DSD1|uniprotkb:D3DSD2|uniprotkb:D3DSD3|intact:EBI-77613|uniprotkb:P05067	uniprotkb:Q9NZZ0|uniprotkb:B2RD04|ensembl:ENSP00000254940.5|intact:EBI-749003|uniprotkb:Q9Y221	psi-mi:a4_human(display_short)|psi-mi:Amyloid-beta precursor protein(display_long)|uniprotkb:APP(gene name)|uniprotkb:"Amyloid-beta (A4) precursor protein"(gene name synonym)|uniprotkb:Alzheimer disease amyloid A4 protein homolog(gene name synonym)|uniprotkb:Amyloid-beta A4 protein(gene name synonym)|uniprotkb:Amyloid precursor protein(gene name synonym)|uniprotkb:APPI(gene name synonym)|uniprotkb:Protease nexin-II(gene name synonym)|uniprotkb:Cerebral vascular amyloid peptide(gene name synonym)|uniprotkb:PreA4(gene name synonym)|uniprotkb:ABPP(gene name synonym)|uniprotkb:Alzheimer disease amyloid protein(gene name synonym)|uniprotkb:AD1(gene name synonym)|uniprotkb:A4(gene name synonym)	psi-mi:nip7_human(display_short)|psi-mi:60S ribosome subunit biogenesis protein NIP7 homolog(display_long)|uniprotkb:KD93(gene name synonym)|uniprotkb:Nucleolar pre-rRNA processing protein NIP7(gene name synonym)|uniprotkb:CGI-37(orf name)|uniprotkb:HSPC031(orf name)|uniprotkb:HSPC180(orf name)|uniprotkb:OK/SW-cl.76(orf name)|uniprotkb:OK/SW-cl.78(orf name)|uniprotkb:NIP7(gene name)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Hosp F. et al.(2015)	intact:EBI-21132292|pubmed:25959826|imex:IM-27137	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0486"(UniProt)	intact:EBI-21132574|imex:IM-27137-1	-
uniprotkb:P05067	uniprotkb:P05388	ensembl:ENSP00000284981.4|uniprotkb:P09000|uniprotkb:P78438|uniprotkb:Q13764|uniprotkb:Q13778|uniprotkb:Q13793|intact:EBI-28985182|uniprotkb:Q6GSC0|uniprotkb:Q8WZ99|uniprotkb:Q9UC33|uniprotkb:Q9UCC8|uniprotkb:Q9UCD1|uniprotkb:Q9UQ58|uniprotkb:Q16011|uniprotkb:Q16014|uniprotkb:Q16019|uniprotkb:Q16020|uniprotkb:Q9BT38|uniprotkb:Q9UCA9|uniprotkb:Q9UCB6|uniprotkb:B4DII8|uniprotkb:B2R5V1|uniprotkb:D3DSD1|uniprotkb:D3DSD2|uniprotkb:D3DSD3|intact:EBI-77613|uniprotkb:P05067	ensembl:ENSP00000339027.3|ensembl:ENSP00000376299.4|ensembl:ENSP00000449328.1|uniprotkb:Q9BVK4|intact:EBI-8012155|intact:MINT-8395053|uniprotkb:Q3B7A4|intact:EBI-354101|uniprotkb:P05388	psi-mi:a4_human(display_short)|psi-mi:Amyloid-beta precursor protein(display_long)|uniprotkb:APP(gene name)|uniprotkb:"Amyloid-beta (A4) precursor protein"(gene name synonym)|uniprotkb:Alzheimer disease amyloid A4 protein homolog(gene name synonym)|uniprotkb:Amyloid-beta A4 protein(gene name synonym)|uniprotkb:Amyloid precursor protein(gene name synonym)|uniprotkb:APPI(gene name synonym)|uniprotkb:Protease nexin-II(gene name synonym)|uniprotkb:Cerebral vascular amyloid peptide(gene name synonym)|uniprotkb:PreA4(gene name synonym)|uniprotkb:ABPP(gene name synonym)|uniprotkb:Alzheimer disease amyloid protein(gene name synonym)|uniprotkb:AD1(gene name synonym)|uniprotkb:A4(gene name synonym)	psi-mi:rla0_human(display_short)|psi-mi:60S acidic ribosomal protein P0(display_long)|uniprotkb:RPLP0(gene name)|uniprotkb:Large ribosomal subunit protein uL10(gene name synonym)|uniprotkb:60S ribosomal protein L10E(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Hosp F. et al.(2015)	intact:EBI-21132292|pubmed:25959826|imex:IM-27137	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0486"(UniProt)	intact:EBI-21132574|imex:IM-27137-1	-
uniprotkb:P05067	uniprotkb:P05386	ensembl:ENSP00000284981.4|uniprotkb:P09000|uniprotkb:P78438|uniprotkb:Q13764|uniprotkb:Q13778|uniprotkb:Q13793|intact:EBI-28985182|uniprotkb:Q6GSC0|uniprotkb:Q8WZ99|uniprotkb:Q9UC33|uniprotkb:Q9UCC8|uniprotkb:Q9UCD1|uniprotkb:Q9UQ58|uniprotkb:Q16011|uniprotkb:Q16014|uniprotkb:Q16019|uniprotkb:Q16020|uniprotkb:Q9BT38|uniprotkb:Q9UCA9|uniprotkb:Q9UCB6|uniprotkb:B4DII8|uniprotkb:B2R5V1|uniprotkb:D3DSD1|uniprotkb:D3DSD2|uniprotkb:D3DSD3|intact:EBI-77613|uniprotkb:P05067	ensembl:ENSP00000346037.5|uniprotkb:A6NIB2|intact:EBI-354582|uniprotkb:P05386	psi-mi:a4_human(display_short)|psi-mi:Amyloid-beta precursor protein(display_long)|uniprotkb:APP(gene name)|uniprotkb:"Amyloid-beta (A4) precursor protein"(gene name synonym)|uniprotkb:Alzheimer disease amyloid A4 protein homolog(gene name synonym)|uniprotkb:Amyloid-beta A4 protein(gene name synonym)|uniprotkb:Amyloid precursor protein(gene name synonym)|uniprotkb:APPI(gene name synonym)|uniprotkb:Protease nexin-II(gene name synonym)|uniprotkb:Cerebral vascular amyloid peptide(gene name synonym)|uniprotkb:PreA4(gene name synonym)|uniprotkb:ABPP(gene name synonym)|uniprotkb:Alzheimer disease amyloid protein(gene name synonym)|uniprotkb:AD1(gene name synonym)|uniprotkb:A4(gene name synonym)	psi-mi:rla1_human(display_short)|psi-mi:60S acidic ribosomal protein P1(display_long)|uniprotkb:RRP1(gene name synonym)|uniprotkb:Large ribosomal subunit protein P1(gene name synonym)|uniprotkb:RPLP1(gene name)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Hosp F. et al.(2015)	intact:EBI-21132292|pubmed:25959826|imex:IM-27137	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0486"(UniProt)	intact:EBI-21132574|imex:IM-27137-1	-
uniprotkb:P05067	uniprotkb:P62906	ensembl:ENSP00000284981.4|uniprotkb:P09000|uniprotkb:P78438|uniprotkb:Q13764|uniprotkb:Q13778|uniprotkb:Q13793|intact:EBI-28985182|uniprotkb:Q6GSC0|uniprotkb:Q8WZ99|uniprotkb:Q9UC33|uniprotkb:Q9UCC8|uniprotkb:Q9UCD1|uniprotkb:Q9UQ58|uniprotkb:Q16011|uniprotkb:Q16014|uniprotkb:Q16019|uniprotkb:Q16020|uniprotkb:Q9BT38|uniprotkb:Q9UCA9|uniprotkb:Q9UCB6|uniprotkb:B4DII8|uniprotkb:B2R5V1|uniprotkb:D3DSD1|uniprotkb:D3DSD2|uniprotkb:D3DSD3|intact:EBI-77613|uniprotkb:P05067	uniprotkb:P52859|ensembl:ENSP00000363018.3|uniprotkb:P53025|uniprotkb:Q5TZT6|uniprotkb:Q8J013|uniprotkb:B2R801|intact:EBI-356860|uniprotkb:P62906	psi-mi:a4_human(display_short)|psi-mi:Amyloid-beta precursor protein(display_long)|uniprotkb:APP(gene name)|uniprotkb:"Amyloid-beta (A4) precursor protein"(gene name synonym)|uniprotkb:Alzheimer disease amyloid A4 protein homolog(gene name synonym)|uniprotkb:Amyloid-beta A4 protein(gene name synonym)|uniprotkb:Amyloid precursor protein(gene name synonym)|uniprotkb:APPI(gene name synonym)|uniprotkb:Protease nexin-II(gene name synonym)|uniprotkb:Cerebral vascular amyloid peptide(gene name synonym)|uniprotkb:PreA4(gene name synonym)|uniprotkb:ABPP(gene name synonym)|uniprotkb:Alzheimer disease amyloid protein(gene name synonym)|uniprotkb:AD1(gene name synonym)|uniprotkb:A4(gene name synonym)	psi-mi:rl10a_human(display_short)|psi-mi:60S ribosomal protein L10a(display_long)|uniprotkb:RPL10A(gene name)|uniprotkb:Large ribosomal subunit protein uL1(gene name synonym)|uniprotkb:Neural precursor cell expressed developmentally down-regulated protein 6(gene name synonym)|uniprotkb:CSA-19(gene name synonym)|uniprotkb:NEDD6(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Hosp F. et al.(2015)	intact:EBI-21132292|pubmed:25959826|imex:IM-27137	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0486"(UniProt)	intact:EBI-21132574|imex:IM-27137-1	-
uniprotkb:P05067	uniprotkb:Q9UNX3	ensembl:ENSP00000284981.4|uniprotkb:P09000|uniprotkb:P78438|uniprotkb:Q13764|uniprotkb:Q13778|uniprotkb:Q13793|intact:EBI-28985182|uniprotkb:Q6GSC0|uniprotkb:Q8WZ99|uniprotkb:Q9UC33|uniprotkb:Q9UCC8|uniprotkb:Q9UCD1|uniprotkb:Q9UQ58|uniprotkb:Q16011|uniprotkb:Q16014|uniprotkb:Q16019|uniprotkb:Q16020|uniprotkb:Q9BT38|uniprotkb:Q9UCA9|uniprotkb:Q9UCB6|uniprotkb:B4DII8|uniprotkb:B2R5V1|uniprotkb:D3DSD1|uniprotkb:D3DSD2|uniprotkb:D3DSD3|intact:EBI-77613|uniprotkb:P05067	uniprotkb:B3KY82|uniprotkb:D3DQM0|ensembl:ENSP00000265100.2|ensembl:ENSP00000428177.1|ensembl:ENSP00000428223.1|ensembl:ENSP00000430147.1|intact:EBI-2949703|uniprotkb:Q9UNX3	psi-mi:a4_human(display_short)|psi-mi:Amyloid-beta precursor protein(display_long)|uniprotkb:APP(gene name)|uniprotkb:"Amyloid-beta (A4) precursor protein"(gene name synonym)|uniprotkb:Alzheimer disease amyloid A4 protein homolog(gene name synonym)|uniprotkb:Amyloid-beta A4 protein(gene name synonym)|uniprotkb:Amyloid precursor protein(gene name synonym)|uniprotkb:APPI(gene name synonym)|uniprotkb:Protease nexin-II(gene name synonym)|uniprotkb:Cerebral vascular amyloid peptide(gene name synonym)|uniprotkb:PreA4(gene name synonym)|uniprotkb:ABPP(gene name synonym)|uniprotkb:Alzheimer disease amyloid protein(gene name synonym)|uniprotkb:AD1(gene name synonym)|uniprotkb:A4(gene name synonym)	psi-mi:rl26l_human(display_short)|psi-mi:60S ribosomal protein L26-like 1(display_long)|uniprotkb:RPL26L1(gene name)|uniprotkb:Large ribosomal subunit protein uL24-like 1(gene name synonym)|uniprotkb:RPL26P1(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Hosp F. et al.(2015)	intact:EBI-21132292|pubmed:25959826|imex:IM-27137	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0486"(UniProt)	intact:EBI-21132574|imex:IM-27137-1	-
uniprotkb:P05067	uniprotkb:Q9HD45	ensembl:ENSP00000284981.4|uniprotkb:P09000|uniprotkb:P78438|uniprotkb:Q13764|uniprotkb:Q13778|uniprotkb:Q13793|intact:EBI-28985182|uniprotkb:Q6GSC0|uniprotkb:Q8WZ99|uniprotkb:Q9UC33|uniprotkb:Q9UCC8|uniprotkb:Q9UCD1|uniprotkb:Q9UQ58|uniprotkb:Q16011|uniprotkb:Q16014|uniprotkb:Q16019|uniprotkb:Q16020|uniprotkb:Q9BT38|uniprotkb:Q9UCA9|uniprotkb:Q9UCB6|uniprotkb:B4DII8|uniprotkb:B2R5V1|uniprotkb:D3DSD1|uniprotkb:D3DSD2|uniprotkb:D3DSD3|intact:EBI-77613|uniprotkb:P05067	uniprotkb:Q9NWL8|uniprotkb:Q5TB57|uniprotkb:Q9UHW8|uniprotkb:Q6UWE7|uniprotkb:Q9P0G9|ensembl:ENSP00000360184.4|intact:EBI-2814047|uniprotkb:Q9HD45	psi-mi:a4_human(display_short)|psi-mi:Amyloid-beta precursor protein(display_long)|uniprotkb:APP(gene name)|uniprotkb:"Amyloid-beta (A4) precursor protein"(gene name synonym)|uniprotkb:Alzheimer disease amyloid A4 protein homolog(gene name synonym)|uniprotkb:Amyloid-beta A4 protein(gene name synonym)|uniprotkb:Amyloid precursor protein(gene name synonym)|uniprotkb:APPI(gene name synonym)|uniprotkb:Protease nexin-II(gene name synonym)|uniprotkb:Cerebral vascular amyloid peptide(gene name synonym)|uniprotkb:PreA4(gene name synonym)|uniprotkb:ABPP(gene name synonym)|uniprotkb:Alzheimer disease amyloid protein(gene name synonym)|uniprotkb:AD1(gene name synonym)|uniprotkb:A4(gene name synonym)	psi-mi:tm9s3_human(display_short)|psi-mi:Transmembrane 9 superfamily member 3(display_long)|uniprotkb:SMBP(gene name synonym)|uniprotkb:EP70-P-iso(gene name synonym)|uniprotkb:SM-11044-binding protein(gene name synonym)|uniprotkb:UNQ245/PRO282(orf name)|uniprotkb:TM9SF3(gene name)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Hosp F. et al.(2015)	intact:EBI-21132292|pubmed:25959826|imex:IM-27137	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0486"(UniProt)	intact:EBI-21132574|imex:IM-27137-1	-
uniprotkb:P05067	uniprotkb:Q9BVC6	ensembl:ENSP00000284981.4|uniprotkb:P09000|uniprotkb:P78438|uniprotkb:Q13764|uniprotkb:Q13778|uniprotkb:Q13793|intact:EBI-28985182|uniprotkb:Q6GSC0|uniprotkb:Q8WZ99|uniprotkb:Q9UC33|uniprotkb:Q9UCC8|uniprotkb:Q9UCD1|uniprotkb:Q9UQ58|uniprotkb:Q16011|uniprotkb:Q16014|uniprotkb:Q16019|uniprotkb:Q16020|uniprotkb:Q9BT38|uniprotkb:Q9UCA9|uniprotkb:Q9UCB6|uniprotkb:B4DII8|uniprotkb:B2R5V1|uniprotkb:D3DSD1|uniprotkb:D3DSD2|uniprotkb:D3DSD3|intact:EBI-77613|uniprotkb:P05067	ensembl:ENSP00000227525.3|ensembl:ENSP00000443990.1|intact:EBI-1057733|uniprotkb:Q9BVC6	psi-mi:a4_human(display_short)|psi-mi:Amyloid-beta precursor protein(display_long)|uniprotkb:APP(gene name)|uniprotkb:"Amyloid-beta (A4) precursor protein"(gene name synonym)|uniprotkb:Alzheimer disease amyloid A4 protein homolog(gene name synonym)|uniprotkb:Amyloid-beta A4 protein(gene name synonym)|uniprotkb:Amyloid precursor protein(gene name synonym)|uniprotkb:APPI(gene name synonym)|uniprotkb:Protease nexin-II(gene name synonym)|uniprotkb:Cerebral vascular amyloid peptide(gene name synonym)|uniprotkb:PreA4(gene name synonym)|uniprotkb:ABPP(gene name synonym)|uniprotkb:Alzheimer disease amyloid protein(gene name synonym)|uniprotkb:AD1(gene name synonym)|uniprotkb:A4(gene name synonym)	psi-mi:tm109_human(display_short)|psi-mi:Transmembrane protein 109(display_long)|uniprotkb:Mitsugumin-23(gene name synonym)|uniprotkb:TMEM109(gene name)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Hosp F. et al.(2015)	intact:EBI-21132292|pubmed:25959826|imex:IM-27137	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0486"(UniProt)	intact:EBI-21132574|imex:IM-27137-1	-
uniprotkb:P05067	uniprotkb:Q99720	ensembl:ENSP00000284981.4|uniprotkb:P09000|uniprotkb:P78438|uniprotkb:Q13764|uniprotkb:Q13778|uniprotkb:Q13793|intact:EBI-28985182|uniprotkb:Q6GSC0|uniprotkb:Q8WZ99|uniprotkb:Q9UC33|uniprotkb:Q9UCC8|uniprotkb:Q9UCD1|uniprotkb:Q9UQ58|uniprotkb:Q16011|uniprotkb:Q16014|uniprotkb:Q16019|uniprotkb:Q16020|uniprotkb:Q9BT38|uniprotkb:Q9UCA9|uniprotkb:Q9UCB6|uniprotkb:B4DII8|uniprotkb:B2R5V1|uniprotkb:D3DSD1|uniprotkb:D3DSD2|uniprotkb:D3DSD3|intact:EBI-77613|uniprotkb:P05067	uniprotkb:O00673|uniprotkb:Q2TSD1|uniprotkb:Q7Z653|uniprotkb:Q153Z1|uniprotkb:Q53GN2|uniprotkb:Q9NYX0|uniprotkb:O00725|uniprotkb:Q8N7H3|uniprotkb:Q0Z9W6|uniprotkb:D3DRM7|ensembl:ENSP00000277010.4|intact:EBI-3248663|uniprotkb:Q99720	psi-mi:a4_human(display_short)|psi-mi:Amyloid-beta precursor protein(display_long)|uniprotkb:APP(gene name)|uniprotkb:"Amyloid-beta (A4) precursor protein"(gene name synonym)|uniprotkb:Alzheimer disease amyloid A4 protein homolog(gene name synonym)|uniprotkb:Amyloid-beta A4 protein(gene name synonym)|uniprotkb:Amyloid precursor protein(gene name synonym)|uniprotkb:APPI(gene name synonym)|uniprotkb:Protease nexin-II(gene name synonym)|uniprotkb:Cerebral vascular amyloid peptide(gene name synonym)|uniprotkb:PreA4(gene name synonym)|uniprotkb:ABPP(gene name synonym)|uniprotkb:Alzheimer disease amyloid protein(gene name synonym)|uniprotkb:AD1(gene name synonym)|uniprotkb:A4(gene name synonym)	psi-mi:sgmr1_human(display_short)|psi-mi:Sigma non-opioid intracellular receptor 1(display_long)|uniprotkb:SIGMAR1(gene name)|uniprotkb:AAG8(orf name)|uniprotkb:Sigma 1-type opioid receptor(gene name synonym)|uniprotkb:SR31747-binding protein(gene name synonym)|uniprotkb:Aging-associated gene 8 protein(gene name synonym)|uniprotkb:SRBP(gene name synonym)|uniprotkb:OPRS1(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Hosp F. et al.(2015)	intact:EBI-21132292|pubmed:25959826|imex:IM-27137	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0486"(UniProt)	intact:EBI-21132574|imex:IM-27137-1	-
uniprotkb:P05067	uniprotkb:Q9GZT3	ensembl:ENSP00000284981.4|uniprotkb:P09000|uniprotkb:P78438|uniprotkb:Q13764|uniprotkb:Q13778|uniprotkb:Q13793|intact:EBI-28985182|uniprotkb:Q6GSC0|uniprotkb:Q8WZ99|uniprotkb:Q9UC33|uniprotkb:Q9UCC8|uniprotkb:Q9UCD1|uniprotkb:Q9UQ58|uniprotkb:Q16011|uniprotkb:Q16014|uniprotkb:Q16019|uniprotkb:Q16020|uniprotkb:Q9BT38|uniprotkb:Q9UCA9|uniprotkb:Q9UCB6|uniprotkb:B4DII8|uniprotkb:B2R5V1|uniprotkb:D3DSD1|uniprotkb:D3DSD2|uniprotkb:D3DSD3|intact:EBI-77613|uniprotkb:P05067	ensembl:ENSP00000450909.1|uniprotkb:J3KMY7|intact:EBI-10967524|intact:EBI-1050793|uniprotkb:Q9GZT3	psi-mi:a4_human(display_short)|psi-mi:Amyloid-beta precursor protein(display_long)|uniprotkb:APP(gene name)|uniprotkb:"Amyloid-beta (A4) precursor protein"(gene name synonym)|uniprotkb:Alzheimer disease amyloid A4 protein homolog(gene name synonym)|uniprotkb:Amyloid-beta A4 protein(gene name synonym)|uniprotkb:Amyloid precursor protein(gene name synonym)|uniprotkb:APPI(gene name synonym)|uniprotkb:Protease nexin-II(gene name synonym)|uniprotkb:Cerebral vascular amyloid peptide(gene name synonym)|uniprotkb:PreA4(gene name synonym)|uniprotkb:ABPP(gene name synonym)|uniprotkb:Alzheimer disease amyloid protein(gene name synonym)|uniprotkb:AD1(gene name synonym)|uniprotkb:A4(gene name synonym)	psi-mi:slirp_human(display_short)|psi-mi:SRA stem-loop-interacting RNA-binding protein, mitochondrial(display_long)|uniprotkb:C14orf156(gene name synonym)|uniprotkb:DC23(orf name)|uniprotkb:DC50(orf name)|uniprotkb:PD04872(orf name)|uniprotkb:SLIRP(gene name)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Hosp F. et al.(2015)	intact:EBI-21132292|pubmed:25959826|imex:IM-27137	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0486"(UniProt)	intact:EBI-21132574|imex:IM-27137-1	-
